CHROM	POS	PLAF
Pf3D7_14_v3	423588	0
Pf3D7_14_v3	423595	0
Pf3D7_14_v3	423610	0
Pf3D7_14_v3	423624	0
Pf3D7_14_v3	423633	0
Pf3D7_14_v3	423658	0
Pf3D7_14_v3	423669	0
Pf3D7_14_v3	423679	0
Pf3D7_14_v3	423699	0
Pf3D7_14_v3	423705	0
Pf3D7_14_v3	423733	0
Pf3D7_14_v3	423754	0
Pf3D7_14_v3	423787	0
Pf3D7_14_v3	423796	0
Pf3D7_14_v3	423805	0
Pf3D7_14_v3	423846	0
Pf3D7_14_v3	423861	0
Pf3D7_14_v3	423969	0
Pf3D7_14_v3	423976	0
Pf3D7_14_v3	423978	0
Pf3D7_14_v3	423980	0
Pf3D7_14_v3	423991	0
Pf3D7_14_v3	423998	0
Pf3D7_14_v3	424021	0
Pf3D7_14_v3	424024	0
Pf3D7_14_v3	424050	0
Pf3D7_14_v3	424057	0
Pf3D7_14_v3	424064	0
Pf3D7_14_v3	424069	0
Pf3D7_14_v3	424086	0
Pf3D7_14_v3	424121	0
Pf3D7_14_v3	424142	0
Pf3D7_14_v3	424152	0
Pf3D7_14_v3	424161	0
Pf3D7_14_v3	424191	0.447271408714544
Pf3D7_14_v3	424193	0
Pf3D7_14_v3	424196	0
Pf3D7_14_v3	424199	0
Pf3D7_14_v3	424201	0
Pf3D7_14_v3	424214	0
Pf3D7_14_v3	424221	0
Pf3D7_14_v3	424241	0
Pf3D7_14_v3	424246	0
Pf3D7_14_v3	424345	0
Pf3D7_14_v3	424364	0
Pf3D7_14_v3	424374	0
Pf3D7_14_v3	424387	0
Pf3D7_14_v3	424395	0
Pf3D7_14_v3	424405	0
Pf3D7_14_v3	424413	0
Pf3D7_14_v3	424420	0
Pf3D7_14_v3	424425	0
Pf3D7_14_v3	424447	0
Pf3D7_14_v3	424471	0
Pf3D7_14_v3	424473	0
Pf3D7_14_v3	424495	0
Pf3D7_14_v3	424516	0.00488046984862231
Pf3D7_14_v3	424555	0
Pf3D7_14_v3	424578	0
Pf3D7_14_v3	424587	0
Pf3D7_14_v3	424592	0
Pf3D7_14_v3	424650	0.000885291513848377
Pf3D7_14_v3	424696	0
Pf3D7_14_v3	424700	0
Pf3D7_14_v3	424705	0
Pf3D7_14_v3	424708	0
Pf3D7_14_v3	424739	0
Pf3D7_14_v3	424794	0
Pf3D7_14_v3	424795	0
Pf3D7_14_v3	424799	0
Pf3D7_14_v3	424818	0
Pf3D7_14_v3	424838	0
Pf3D7_14_v3	424852	0
Pf3D7_14_v3	424857	0
Pf3D7_14_v3	424859	0
Pf3D7_14_v3	424874	0.0116200054362591
Pf3D7_14_v3	424929	0.0925902786455021
Pf3D7_14_v3	424961	0
Pf3D7_14_v3	424990	0
Pf3D7_14_v3	424993	0
Pf3D7_14_v3	424994	0
Pf3D7_14_v3	424996	0
Pf3D7_14_v3	425003	0
Pf3D7_14_v3	425004	0
Pf3D7_14_v3	425044	0.325025432349928
Pf3D7_14_v3	425059	0
Pf3D7_14_v3	425100	0
Pf3D7_14_v3	425107	0.00230445980750967
Pf3D7_14_v3	425110	0
Pf3D7_14_v3	425138	0
Pf3D7_14_v3	425140	0
Pf3D7_14_v3	425165	0
Pf3D7_14_v3	425166	0
Pf3D7_14_v3	425196	0
Pf3D7_14_v3	425198	0
Pf3D7_14_v3	425209	0
Pf3D7_14_v3	425233	0
Pf3D7_14_v3	425236	0
Pf3D7_14_v3	425249	0
Pf3D7_14_v3	425257	0
Pf3D7_14_v3	425274	0
Pf3D7_14_v3	425285	0
Pf3D7_14_v3	425305	0
Pf3D7_14_v3	425321	0
Pf3D7_14_v3	425323	0
Pf3D7_14_v3	425351	0
Pf3D7_14_v3	425356	0
Pf3D7_14_v3	425375	0
Pf3D7_14_v3	425381	0
Pf3D7_14_v3	425438	0
Pf3D7_14_v3	425448	0
Pf3D7_14_v3	425460	0
Pf3D7_14_v3	425652	0.0852323503127697
Pf3D7_14_v3	425695	0
Pf3D7_14_v3	425704	0
Pf3D7_14_v3	425807	0
Pf3D7_14_v3	425809	0
Pf3D7_14_v3	425819	0
Pf3D7_14_v3	425904	0
Pf3D7_14_v3	425929	0
Pf3D7_14_v3	425930	0
Pf3D7_14_v3	425947	0.0102821316614407
Pf3D7_14_v3	426019	0
Pf3D7_14_v3	426060	0
Pf3D7_14_v3	426063	0
Pf3D7_14_v3	426065	0
Pf3D7_14_v3	426070	0
Pf3D7_14_v3	426074	0
Pf3D7_14_v3	426076	0
Pf3D7_14_v3	426090	0
Pf3D7_14_v3	426101	0
Pf3D7_14_v3	426111	0
Pf3D7_14_v3	426114	0
Pf3D7_14_v3	426202	0
Pf3D7_14_v3	426207	0
Pf3D7_14_v3	426213	0
Pf3D7_14_v3	426214	0
Pf3D7_14_v3	426246	0
Pf3D7_14_v3	426247	0
Pf3D7_14_v3	426262	0
Pf3D7_14_v3	426388	0
Pf3D7_14_v3	426393	0
Pf3D7_14_v3	426415	0
Pf3D7_14_v3	426426	0
Pf3D7_14_v3	426439	0
Pf3D7_14_v3	426442	0
Pf3D7_14_v3	426444	0
Pf3D7_14_v3	426448	0
Pf3D7_14_v3	426460	0
Pf3D7_14_v3	426467	0
Pf3D7_14_v3	426507	0
Pf3D7_14_v3	426508	0
Pf3D7_14_v3	426515	0
Pf3D7_14_v3	426524	0
Pf3D7_14_v3	426532	0
Pf3D7_14_v3	426542	0
Pf3D7_14_v3	426555	0.0168120539254547
Pf3D7_14_v3	426556	0.0168575063613218
Pf3D7_14_v3	426560	0
Pf3D7_14_v3	426575	0
Pf3D7_14_v3	426577	0
Pf3D7_14_v3	426621	0
Pf3D7_14_v3	426635	0
Pf3D7_14_v3	426684	0
Pf3D7_14_v3	426713	0
Pf3D7_14_v3	426733	0
Pf3D7_14_v3	426741	0
Pf3D7_14_v3	426770	0
Pf3D7_14_v3	426826	0
Pf3D7_14_v3	426834	0
Pf3D7_14_v3	426892	0
Pf3D7_14_v3	426899	0
Pf3D7_14_v3	426914	0
Pf3D7_14_v3	426919	0.0620031796502335
Pf3D7_14_v3	426949	0
Pf3D7_14_v3	426966	0
Pf3D7_14_v3	427041	0
Pf3D7_14_v3	427043	0
Pf3D7_14_v3	427055	0
Pf3D7_14_v3	427122	0
Pf3D7_14_v3	427133	0
Pf3D7_14_v3	427136	0
Pf3D7_14_v3	427146	0
Pf3D7_14_v3	427151	0
Pf3D7_14_v3	427162	0
Pf3D7_14_v3	427166	0
Pf3D7_14_v3	427169	0
Pf3D7_14_v3	427174	0
Pf3D7_14_v3	427184	0
Pf3D7_14_v3	427219	0
Pf3D7_14_v3	427436	0
Pf3D7_14_v3	427496	0
Pf3D7_14_v3	427512	0
Pf3D7_14_v3	427533	0
Pf3D7_14_v3	427538	0
Pf3D7_14_v3	427559	0
Pf3D7_14_v3	427577	0
Pf3D7_14_v3	427601	0
Pf3D7_14_v3	427619	0
Pf3D7_14_v3	427658	0
Pf3D7_14_v3	427676	0
Pf3D7_14_v3	427682	0
Pf3D7_14_v3	427715	0
Pf3D7_14_v3	427745	0
Pf3D7_14_v3	427748	0
Pf3D7_14_v3	427769	0
Pf3D7_14_v3	427793	0
Pf3D7_14_v3	427817	0
Pf3D7_14_v3	427844	0
Pf3D7_14_v3	427853	0
Pf3D7_14_v3	427865	0
Pf3D7_14_v3	427874	0
Pf3D7_14_v3	427937	0
Pf3D7_14_v3	427979	0
Pf3D7_14_v3	428009	0
Pf3D7_14_v3	428015	0
Pf3D7_14_v3	428018	0
Pf3D7_14_v3	428049	0
Pf3D7_14_v3	428063	0
Pf3D7_14_v3	428106	0
Pf3D7_14_v3	428186	0
Pf3D7_14_v3	428219	0.0831082354419195
Pf3D7_14_v3	428237	0
Pf3D7_14_v3	428264	0
Pf3D7_14_v3	428294	0
Pf3D7_14_v3	428351	0
Pf3D7_14_v3	428359	0
Pf3D7_14_v3	428366	0
Pf3D7_14_v3	428396	0
Pf3D7_14_v3	428447	0
Pf3D7_14_v3	428451	0
Pf3D7_14_v3	428484	0
Pf3D7_14_v3	428495	0
Pf3D7_14_v3	428504	0
Pf3D7_14_v3	428599	0
Pf3D7_14_v3	428611	0
Pf3D7_14_v3	428691	0
Pf3D7_14_v3	428719	0.0066812283181284
Pf3D7_14_v3	428743	0
Pf3D7_14_v3	428765	0
Pf3D7_14_v3	428767	0
Pf3D7_14_v3	428781	0.00126032768519797
Pf3D7_14_v3	428792	0
Pf3D7_14_v3	428794	0
Pf3D7_14_v3	428801	0.000295377344557629
Pf3D7_14_v3	428802	0
Pf3D7_14_v3	428948	0
Pf3D7_14_v3	428980	0
Pf3D7_14_v3	428984	0
Pf3D7_14_v3	428992	0
Pf3D7_14_v3	429010	0.994609164420393
Pf3D7_14_v3	429027	0
Pf3D7_14_v3	429057	0
Pf3D7_14_v3	429058	0
Pf3D7_14_v3	429088	0
Pf3D7_14_v3	429121	0
Pf3D7_14_v3	429123	0
Pf3D7_14_v3	429124	0
Pf3D7_14_v3	429130	0
Pf3D7_14_v3	429137	0
Pf3D7_14_v3	429152	0
Pf3D7_14_v3	429178	0
Pf3D7_14_v3	429185	0
Pf3D7_14_v3	429263	0
Pf3D7_14_v3	429422	0
Pf3D7_14_v3	429444	0
Pf3D7_14_v3	429445	0
Pf3D7_14_v3	429460	0
Pf3D7_14_v3	429461	0.00441535504649086
Pf3D7_14_v3	429468	0
Pf3D7_14_v3	429476	0
Pf3D7_14_v3	429483	0
Pf3D7_14_v3	429499	0
Pf3D7_14_v3	429534	0
Pf3D7_14_v3	429552	0
Pf3D7_14_v3	429571	0
Pf3D7_14_v3	429600	0
Pf3D7_14_v3	429603	0
Pf3D7_14_v3	429611	0
Pf3D7_14_v3	429615	0
Pf3D7_14_v3	429617	0
Pf3D7_14_v3	429626	0
Pf3D7_14_v3	429628	0
Pf3D7_14_v3	429629	0
Pf3D7_14_v3	429635	0
Pf3D7_14_v3	429652	0
Pf3D7_14_v3	429653	0
Pf3D7_14_v3	429663	0
Pf3D7_14_v3	429674	0
Pf3D7_14_v3	429686	0
Pf3D7_14_v3	429705	0
Pf3D7_14_v3	429708	0
Pf3D7_14_v3	429714	0
Pf3D7_14_v3	429723	0.26766175071359
Pf3D7_14_v3	429726	0.00724401226913742
Pf3D7_14_v3	429732	0
Pf3D7_14_v3	429744	0
Pf3D7_14_v3	429776	0
Pf3D7_14_v3	429778	0
Pf3D7_14_v3	429815	0
Pf3D7_14_v3	429839	0
Pf3D7_14_v3	429894	0
Pf3D7_14_v3	429915	0.00274991912002566
Pf3D7_14_v3	429918	0
Pf3D7_14_v3	429945	0
Pf3D7_14_v3	429972	0
Pf3D7_14_v3	430034	0
Pf3D7_14_v3	430035	0
Pf3D7_14_v3	430041	0
Pf3D7_14_v3	430049	0
Pf3D7_14_v3	430069	0
Pf3D7_14_v3	430139	0
Pf3D7_14_v3	430223	0
Pf3D7_14_v3	430228	0
Pf3D7_14_v3	430233	0
Pf3D7_14_v3	430240	0
Pf3D7_14_v3	430262	0
Pf3D7_14_v3	430346	0
Pf3D7_14_v3	430378	0
Pf3D7_14_v3	430421	0
Pf3D7_14_v3	430438	0
Pf3D7_14_v3	430516	0
Pf3D7_14_v3	430519	0
Pf3D7_14_v3	430549	0
Pf3D7_14_v3	430557	0
Pf3D7_14_v3	430567	0
Pf3D7_14_v3	430596	0
Pf3D7_14_v3	430601	0
Pf3D7_14_v3	430613	0
Pf3D7_14_v3	430631	0.0196994017218722
Pf3D7_14_v3	430707	0
Pf3D7_14_v3	430763	0
Pf3D7_14_v3	430765	0
Pf3D7_14_v3	430784	0
Pf3D7_14_v3	430790	0
Pf3D7_14_v3	430800	0
Pf3D7_14_v3	430809	0
Pf3D7_14_v3	430829	0
Pf3D7_14_v3	430837	0
Pf3D7_14_v3	430856	0
Pf3D7_14_v3	430871	0
Pf3D7_14_v3	430889	0
Pf3D7_14_v3	430903	0
Pf3D7_14_v3	430906	0
Pf3D7_14_v3	430908	0
Pf3D7_14_v3	430939	0
Pf3D7_14_v3	430942	0
Pf3D7_14_v3	430953	0
Pf3D7_14_v3	430970	0
Pf3D7_14_v3	430976	0.00016280016280015
Pf3D7_14_v3	431031	0
Pf3D7_14_v3	431078	0.0080992413368866
Pf3D7_14_v3	431080	0
Pf3D7_14_v3	431087	0
Pf3D7_14_v3	431100	0
Pf3D7_14_v3	431108	0
Pf3D7_14_v3	431109	0.0041627640753456
Pf3D7_14_v3	431120	0
Pf3D7_14_v3	431122	0
Pf3D7_14_v3	431124	0
Pf3D7_14_v3	431329	0
Pf3D7_14_v3	431334	0
Pf3D7_14_v3	431336	0
Pf3D7_14_v3	431438	0
Pf3D7_14_v3	431493	0
Pf3D7_14_v3	431526	0
Pf3D7_14_v3	431581	0
Pf3D7_14_v3	431598	0
Pf3D7_14_v3	431601	0
Pf3D7_14_v3	431607	0
Pf3D7_14_v3	431616	0
Pf3D7_14_v3	431619	0
Pf3D7_14_v3	431635	0
Pf3D7_14_v3	431647	0
Pf3D7_14_v3	431658	0
Pf3D7_14_v3	431678	0
Pf3D7_14_v3	431679	0
Pf3D7_14_v3	431699	0
Pf3D7_14_v3	431783	0
Pf3D7_14_v3	431829	0
Pf3D7_14_v3	431831	0
Pf3D7_14_v3	431857	0
Pf3D7_14_v3	431919	0
Pf3D7_14_v3	431958	0
Pf3D7_14_v3	432037	0
Pf3D7_14_v3	432039	0
Pf3D7_14_v3	432058	0
Pf3D7_14_v3	432074	0
Pf3D7_14_v3	432075	0
Pf3D7_14_v3	432081	0
Pf3D7_14_v3	432088	0
Pf3D7_14_v3	432141	0
Pf3D7_14_v3	432143	0
Pf3D7_14_v3	432156	0
Pf3D7_14_v3	432159	0
Pf3D7_14_v3	432165	0
Pf3D7_14_v3	432204	0
Pf3D7_14_v3	432210	0
Pf3D7_14_v3	432214	0
Pf3D7_14_v3	432269	0
Pf3D7_14_v3	432290	0
Pf3D7_14_v3	432312	0.0194041147732733
Pf3D7_14_v3	432313	0
Pf3D7_14_v3	432364	0
Pf3D7_14_v3	432366	0
Pf3D7_14_v3	432372	0
Pf3D7_14_v3	432390	0
Pf3D7_14_v3	432405	0
Pf3D7_14_v3	432444	0
Pf3D7_14_v3	432488	0
Pf3D7_14_v3	432518	0
Pf3D7_14_v3	432556	0
Pf3D7_14_v3	432626	0
Pf3D7_14_v3	432630	0.0566135509780986
Pf3D7_14_v3	432640	0
Pf3D7_14_v3	432654	0
Pf3D7_14_v3	432668	0
Pf3D7_14_v3	432728	0
Pf3D7_14_v3	432741	0
Pf3D7_14_v3	432757	0
Pf3D7_14_v3	432761	0
Pf3D7_14_v3	432876	0
Pf3D7_14_v3	432900	0
Pf3D7_14_v3	432915	0
Pf3D7_14_v3	432974	0
Pf3D7_14_v3	433005	0
Pf3D7_14_v3	433016	0
Pf3D7_14_v3	433056	0
Pf3D7_14_v3	433100	0
Pf3D7_14_v3	433108	0.00417981745287007
Pf3D7_14_v3	433137	0
Pf3D7_14_v3	433141	0
Pf3D7_14_v3	433146	0
Pf3D7_14_v3	433148	0
Pf3D7_14_v3	433151	0
Pf3D7_14_v3	433158	0
Pf3D7_14_v3	433169	0
Pf3D7_14_v3	433213	0
Pf3D7_14_v3	433218	0
Pf3D7_14_v3	433263	0
Pf3D7_14_v3	433282	0
Pf3D7_14_v3	433286	0
Pf3D7_14_v3	433356	0
Pf3D7_14_v3	433404	0
Pf3D7_14_v3	433413	0.00199456029011768
Pf3D7_14_v3	433422	0
Pf3D7_14_v3	433485	0.000272826482357196
Pf3D7_14_v3	433490	0.000445275625612214
Pf3D7_14_v3	433535	0
Pf3D7_14_v3	433539	0
Pf3D7_14_v3	433543	0
Pf3D7_14_v3	433576	0
Pf3D7_14_v3	433579	0
Pf3D7_14_v3	433580	0
Pf3D7_14_v3	433586	0
Pf3D7_14_v3	433600	0
Pf3D7_14_v3	433615	0
Pf3D7_14_v3	433618	0
Pf3D7_14_v3	433628	0
Pf3D7_14_v3	433646	0
Pf3D7_14_v3	433653	0
Pf3D7_14_v3	433663	0
Pf3D7_14_v3	433670	0
Pf3D7_14_v3	433674	0
Pf3D7_14_v3	433687	0
Pf3D7_14_v3	433695	0
Pf3D7_14_v3	433843	0
Pf3D7_14_v3	433872	0
Pf3D7_14_v3	433875	0
Pf3D7_14_v3	433879	0
Pf3D7_14_v3	433895	0
Pf3D7_14_v3	433923	0
Pf3D7_14_v3	433931	0
Pf3D7_14_v3	434009	0.0023543260741611
Pf3D7_14_v3	434056	0
Pf3D7_14_v3	434063	0
Pf3D7_14_v3	434067	0
Pf3D7_14_v3	434068	0
Pf3D7_14_v3	434072	0
Pf3D7_14_v3	434074	0
Pf3D7_14_v3	434120	0
Pf3D7_14_v3	434154	0
Pf3D7_14_v3	434166	0
Pf3D7_14_v3	434172	0
Pf3D7_14_v3	434191	0
Pf3D7_14_v3	434201	0
Pf3D7_14_v3	434224	0
Pf3D7_14_v3	434262	0
Pf3D7_14_v3	434311	0
Pf3D7_14_v3	434331	0
Pf3D7_14_v3	434352	0
Pf3D7_14_v3	434494	0
Pf3D7_14_v3	434511	0
Pf3D7_14_v3	434534	0
Pf3D7_14_v3	434546	0
Pf3D7_14_v3	434629	0
Pf3D7_14_v3	434692	0
Pf3D7_14_v3	434745	0
Pf3D7_14_v3	434801	0
Pf3D7_14_v3	434802	0
Pf3D7_14_v3	434819	0
Pf3D7_14_v3	434820	0
Pf3D7_14_v3	434832	0
Pf3D7_14_v3	434837	0
Pf3D7_14_v3	434839	0
Pf3D7_14_v3	434845	0
Pf3D7_14_v3	434855	0
Pf3D7_14_v3	434856	0
Pf3D7_14_v3	434877	0
Pf3D7_14_v3	434886	0
Pf3D7_14_v3	434904	0
Pf3D7_14_v3	434931	0
Pf3D7_14_v3	434951	0
Pf3D7_14_v3	434977	0
Pf3D7_14_v3	435061	0
Pf3D7_14_v3	435067	0
Pf3D7_14_v3	435093	0
Pf3D7_14_v3	435121	0
Pf3D7_14_v3	435156	0
Pf3D7_14_v3	435161	0
Pf3D7_14_v3	435189	0
Pf3D7_14_v3	435198	0
Pf3D7_14_v3	435219	0
Pf3D7_14_v3	435229	0
Pf3D7_14_v3	435247	0
Pf3D7_14_v3	435255	0
Pf3D7_14_v3	435284	0
Pf3D7_14_v3	435303	0
Pf3D7_14_v3	435325	0
Pf3D7_14_v3	435409	0
Pf3D7_14_v3	435464	0
Pf3D7_14_v3	435486	0
Pf3D7_14_v3	435508	0
Pf3D7_14_v3	435511	0
Pf3D7_14_v3	435516	0
Pf3D7_14_v3	435534	0
Pf3D7_14_v3	435535	0
Pf3D7_14_v3	435559	0
Pf3D7_14_v3	435625	0
Pf3D7_14_v3	435626	0
Pf3D7_14_v3	435630	0
Pf3D7_14_v3	435636	0
Pf3D7_14_v3	435658	0
Pf3D7_14_v3	435668	0.296994197039819
Pf3D7_14_v3	435669	0
Pf3D7_14_v3	435676	0
Pf3D7_14_v3	435681	0
Pf3D7_14_v3	435713	0
Pf3D7_14_v3	435729	0
Pf3D7_14_v3	435739	0
Pf3D7_14_v3	435747	0
Pf3D7_14_v3	435757	0
Pf3D7_14_v3	435762	0
Pf3D7_14_v3	435770	0
Pf3D7_14_v3	435831	0
Pf3D7_14_v3	435851	0
Pf3D7_14_v3	435880	0
Pf3D7_14_v3	435884	0
Pf3D7_14_v3	435886	0
Pf3D7_14_v3	435888	0
Pf3D7_14_v3	435938	0
Pf3D7_14_v3	435943	0.11354800119628
Pf3D7_14_v3	435956	0
Pf3D7_14_v3	436020	0
Pf3D7_14_v3	436030	0
Pf3D7_14_v3	436060	0
Pf3D7_14_v3	436067	0
Pf3D7_14_v3	436071	0
Pf3D7_14_v3	436083	0
Pf3D7_14_v3	436095	0
Pf3D7_14_v3	436116	0
Pf3D7_14_v3	436125	0
Pf3D7_14_v3	436132	0
Pf3D7_14_v3	436241	0.00388403384658012
Pf3D7_14_v3	436282	0
Pf3D7_14_v3	436303	0
Pf3D7_14_v3	436326	0
Pf3D7_14_v3	436330	0
Pf3D7_14_v3	436331	0
Pf3D7_14_v3	436334	0
Pf3D7_14_v3	436338	0
Pf3D7_14_v3	436350	0
Pf3D7_14_v3	436351	0
Pf3D7_14_v3	436463	0
Pf3D7_14_v3	436583	0
Pf3D7_14_v3	436618	0
Pf3D7_14_v3	436725	0
Pf3D7_14_v3	436726	0
Pf3D7_14_v3	436754	0
Pf3D7_14_v3	436763	0
Pf3D7_14_v3	436766	0
Pf3D7_14_v3	436771	0
Pf3D7_14_v3	436803	0.0663949736797362
Pf3D7_14_v3	436822	0
Pf3D7_14_v3	436842	0
Pf3D7_14_v3	436843	0
Pf3D7_14_v3	436844	0
Pf3D7_14_v3	436853	0
Pf3D7_14_v3	436854	0
Pf3D7_14_v3	436881	0
Pf3D7_14_v3	436887	0
Pf3D7_14_v3	436941	0
Pf3D7_14_v3	436960	0
Pf3D7_14_v3	436991	0
Pf3D7_14_v3	437008	0
Pf3D7_14_v3	437021	0
Pf3D7_14_v3	437029	0
Pf3D7_14_v3	437034	0
Pf3D7_14_v3	437036	0
Pf3D7_14_v3	437054	0.352275266254535
Pf3D7_14_v3	437065	0
Pf3D7_14_v3	437075	0
Pf3D7_14_v3	437081	0
Pf3D7_14_v3	437090	0
Pf3D7_14_v3	437095	0
Pf3D7_14_v3	437098	0
Pf3D7_14_v3	437103	0
Pf3D7_14_v3	437134	0
Pf3D7_14_v3	437151	0
Pf3D7_14_v3	437165	0
Pf3D7_14_v3	437182	0
Pf3D7_14_v3	437198	0
Pf3D7_14_v3	437248	0
Pf3D7_14_v3	437250	0
Pf3D7_14_v3	437259	0
Pf3D7_14_v3	437283	0
Pf3D7_14_v3	437294	0
Pf3D7_14_v3	437360	0
Pf3D7_14_v3	437366	0
Pf3D7_14_v3	437406	0
Pf3D7_14_v3	437409	0
Pf3D7_14_v3	437451	0
Pf3D7_14_v3	437457	0
Pf3D7_14_v3	437488	0
Pf3D7_14_v3	437503	0
Pf3D7_14_v3	437601	0.264070306386549
Pf3D7_14_v3	437612	0
Pf3D7_14_v3	437617	0
Pf3D7_14_v3	437620	0
Pf3D7_14_v3	437621	0
Pf3D7_14_v3	437624	0
Pf3D7_14_v3	437632	0
Pf3D7_14_v3	437636	0
Pf3D7_14_v3	437638	0
Pf3D7_14_v3	437639	0
Pf3D7_14_v3	437648	0
Pf3D7_14_v3	437649	0
Pf3D7_14_v3	437650	0
Pf3D7_14_v3	437668	0
Pf3D7_14_v3	437674	0
Pf3D7_14_v3	437730	0
Pf3D7_14_v3	437778	0
Pf3D7_14_v3	437799	0
Pf3D7_14_v3	437848	0
Pf3D7_14_v3	437861	0
Pf3D7_14_v3	437934	0
Pf3D7_14_v3	437936	0.998934432052213
Pf3D7_14_v3	437941	0
Pf3D7_14_v3	437966	0
Pf3D7_14_v3	437997	0
Pf3D7_14_v3	438034	0
Pf3D7_14_v3	438054	0
Pf3D7_14_v3	438080	0
Pf3D7_14_v3	438094	0
Pf3D7_14_v3	438095	0
Pf3D7_14_v3	438111	0
Pf3D7_14_v3	438136	0
Pf3D7_14_v3	438137	0
Pf3D7_14_v3	438165	0
Pf3D7_14_v3	438195	0
Pf3D7_14_v3	438196	0
Pf3D7_14_v3	438206	0
Pf3D7_14_v3	438217	0
Pf3D7_14_v3	438220	0
Pf3D7_14_v3	438223	0
Pf3D7_14_v3	438228	0
Pf3D7_14_v3	438243	0
Pf3D7_14_v3	438247	0
Pf3D7_14_v3	438249	0
Pf3D7_14_v3	438252	0
Pf3D7_14_v3	438256	0
Pf3D7_14_v3	438258	0
Pf3D7_14_v3	438260	0
Pf3D7_14_v3	438274	0
Pf3D7_14_v3	438280	0
Pf3D7_14_v3	438289	0
Pf3D7_14_v3	438303	0
Pf3D7_14_v3	438312	0
Pf3D7_14_v3	438321	0
Pf3D7_14_v3	438325	0
Pf3D7_14_v3	438327	0
Pf3D7_14_v3	438356	0
Pf3D7_14_v3	438363	0
Pf3D7_14_v3	438365	0
Pf3D7_14_v3	438369	0
Pf3D7_14_v3	438376	0.0149299962829876
Pf3D7_14_v3	438380	0
Pf3D7_14_v3	438388	0
Pf3D7_14_v3	438390	0
Pf3D7_14_v3	438394	0
Pf3D7_14_v3	438396	0.999507371828671
Pf3D7_14_v3	438398	0
Pf3D7_14_v3	438409	0
Pf3D7_14_v3	438416	0.00592244036994946
Pf3D7_14_v3	438419	0
Pf3D7_14_v3	438448	0
Pf3D7_14_v3	438457	0
Pf3D7_14_v3	438460	0
Pf3D7_14_v3	438462	0
Pf3D7_14_v3	438468	0
Pf3D7_14_v3	438490	0
Pf3D7_14_v3	438491	0
Pf3D7_14_v3	438502	0
Pf3D7_14_v3	438507	0
Pf3D7_14_v3	438509	0
Pf3D7_14_v3	438510	0
Pf3D7_14_v3	438533	0
Pf3D7_14_v3	438539	0
Pf3D7_14_v3	438553	0
Pf3D7_14_v3	438561	0
Pf3D7_14_v3	438562	0
Pf3D7_14_v3	438565	0
Pf3D7_14_v3	438592	0.549721085905521
Pf3D7_14_v3	438600	0
Pf3D7_14_v3	438604	0
Pf3D7_14_v3	438611	0
Pf3D7_14_v3	438621	0
Pf3D7_14_v3	438622	0
Pf3D7_14_v3	438628	0
Pf3D7_14_v3	438640	0
Pf3D7_14_v3	438646	0
Pf3D7_14_v3	438652	0
Pf3D7_14_v3	438669	0
Pf3D7_14_v3	438678	0
Pf3D7_14_v3	438698	0
Pf3D7_14_v3	438758	0
Pf3D7_14_v3	438881	0
Pf3D7_14_v3	438903	0
Pf3D7_14_v3	438918	0
Pf3D7_14_v3	438919	0
Pf3D7_14_v3	438928	0
Pf3D7_14_v3	438946	0
Pf3D7_14_v3	438979	0
Pf3D7_14_v3	438991	0.00489296636085606
Pf3D7_14_v3	438992	0
Pf3D7_14_v3	439006	0
Pf3D7_14_v3	439023	0
Pf3D7_14_v3	439036	0
Pf3D7_14_v3	439068	0
Pf3D7_14_v3	439081	0
Pf3D7_14_v3	439089	0
Pf3D7_14_v3	439096	0
Pf3D7_14_v3	439124	0.000949023861171324
Pf3D7_14_v3	439131	0
Pf3D7_14_v3	439134	0
Pf3D7_14_v3	439137	0
Pf3D7_14_v3	439147	0
Pf3D7_14_v3	439150	0
Pf3D7_14_v3	439180	0
Pf3D7_14_v3	439190	0
Pf3D7_14_v3	439197	0
Pf3D7_14_v3	439215	0.272111518965204
Pf3D7_14_v3	439237	0
Pf3D7_14_v3	439241	0
Pf3D7_14_v3	439244	0
Pf3D7_14_v3	439250	0
Pf3D7_14_v3	439271	0
Pf3D7_14_v3	439275	0
Pf3D7_14_v3	439284	0
Pf3D7_14_v3	439304	0
Pf3D7_14_v3	439329	0
Pf3D7_14_v3	439375	0
Pf3D7_14_v3	439376	0
Pf3D7_14_v3	439412	0
Pf3D7_14_v3	439431	0
Pf3D7_14_v3	439442	0
Pf3D7_14_v3	439454	0.996391076115445
Pf3D7_14_v3	439461	0
Pf3D7_14_v3	439511	0
Pf3D7_14_v3	439528	0
Pf3D7_14_v3	439529	0
Pf3D7_14_v3	439532	0
Pf3D7_14_v3	439534	0
Pf3D7_14_v3	439563	0
Pf3D7_14_v3	439593	0.244316749836169
Pf3D7_14_v3	439605	0
Pf3D7_14_v3	439628	0
Pf3D7_14_v3	439639	0
Pf3D7_14_v3	439645	0
Pf3D7_14_v3	439651	0
Pf3D7_14_v3	439659	0
Pf3D7_14_v3	439661	0
Pf3D7_14_v3	439682	0
Pf3D7_14_v3	439686	0
Pf3D7_14_v3	439689	0
Pf3D7_14_v3	439692	0
Pf3D7_14_v3	439707	0
Pf3D7_14_v3	439717	0
Pf3D7_14_v3	439723	0
Pf3D7_14_v3	439746	0
Pf3D7_14_v3	439841	0
Pf3D7_14_v3	439845	0
Pf3D7_14_v3	439888	0
